48	641	384	655
49	641	397	658
50	619	433	689
51	625	419	683
52	612	440	678
53	629	379	620
54	593	463	632
55	563	457	579
56	578	338	524
57	552	336	525
58	533	306	505
59	634	48	434
60	589	118	456
61	566	178	458
62	583	245	466
63	550	375	510
64	533	416	516
65	548	313	500
66	571	200	468
67	600	43	455
68	577	131	458
69	555	295	486
70	545	347	499
71	541	385	505
72	537	397	497
73	555	283	483
74	575	167	475
75	596	84	468
76	599	94	480
77	570	259	500
78	547	361	514
79	533	423	518
80	539	388	488
81	583	153	462
82	557	222	464
83	582	154	474
84	588	163	495
85	551	333	520
86	554	383	507
87	550	402	496
88	544	361	475
89	565	212	458
90	605	72	464
91	609	102	488
92	579	239	506
93	552	330	514
94	538	400	517
95	536	423	500
96	569	226	462
97	556	233	454
98	614	76	471
99	580	187	509
100	566	267	517
101	555	399	515
102	558	395	490
103	537	392	474
104	579	178	459
105	596	113	485
106	596	139	502
107	588	177	498
108	554	299	509
109	539	403	512
110	531	448	507
111	552	283	464
112	574	168	440
113	622	25	476
114	595	124	506
115	565	264	513
116	559	363	512
117	547	447	502
118	538	432	487
119	549	296	475
120	602	70	471
121	624	11	482
122	599	119	493
123	583	218	496
124	546	359	516
125	533	448	521
126	529	457	506
127	625	58	458
128	543	234	467
129	615	56	461
130	620	119	495
131	565	288	517
132	563	409	504
133	543	461	490
134	538	378	471
135	585	145	469
136	605	46	495
137	590	120	503
138	586	162	491
139	558	294	502
140	536	421	512
141	529	459	510
142	555	254	454
143	573	172	431
144	643	10	472
145	597	164	518
146	569	267	528
147	563	390	515
148	557	448	497
149	552	391	486
150	552	302	480
151	585	109	464
152	619	24	468
153	591	158	485
154	575	247	505
155	544	391	520
156	529	457	527
157	543	375	483
158	600	84	451
159	601	98	474
160	589	115	499
161	582	200	509
162	562	349	517
163	551	442	508
164	543	457	497
165	539	358	491
166	586	121	456
167	613	21	462
168	604	74	481
169	593	198	495
170	555	362	516
171	530	449	536
172	536	445	510
173	588	160	469
174	559	193	435
175	617	24	443
176	613	89	491
177	559	310	526
178	555	389	513
179	546	460	504
180	546	382	486
181	565	226	475
182	594	61	464
183	621	24	472
184	613	106	481
185	572	288	511
186	539	423	532
187	532	469	529
188	561	308	469
189	577	164	427
190	641	2	483
191	593	151	518
192	573	241	519
193	561	376	515
194	555	441	503
195	547	423	492
196	549	305	479
197	587	92	457
198	618	14	462
199	610	78	480
200	578	245	509
201	544	389	529
202	532	453	525
203	545	391	480
204	597	122	456
205	568	219	468
206	589	157	495
207	589	197	511
208	557	361	533
