7	721
21	550	533	715
22	542	521	722
23	536	517	736
24	510	527	732
25	536	526	720
26	519	533	721
27	518	547	721
28	496	513	707
29	537	536	734
30	580	559	770
31	534	566	791
32	506	536	790
33	533	553	647
34	528	617	702
35	538	578	703
36	530	563	665
37	547	593	713
38	561	601	690
39	536	587	664
40	545	579	719
41	535	575	690
42	526	604	696
43	506	604	665
44	504	620	625
45	525	531	531
46	523	549	539
47	525	507	489
48	549	427	436
49	762	0	345
50	721	28	444
51	525	379	499
52	613	147	474
53	539	360	498
54	584	201	467
55	536	341	508
56	571	246	484
57	537	344	505
58	567	263	482
59	588	208	566
60	567	179	631
61	579	269	623
62	546	357	635
63	505	417	590
64	507	436	599
65	541	512	705
66	564	562	663
67	593	628	672
68	559	586	665
69	524	569	562
70	526	551	544
71	530	510	503
72	527	462	476
73	696	58	501
74	549	328	590
75	571	227	501
76	608	105	434
77	555	276	511
78	544	377	508
79	539	391	509
80	551	329	480
81	572	180	467
82	583	124	461
83	573	189	478
84	556	294	499
85	546	367	511
86	493	457	643
87	625	346	621
88	571	369	752
89	521	443	652
90	533	490	664
91	535	542	668
92	528	571	671
93	513	582	652
94	510	594	685
95	518	597	682
96	519	593	685
97	511	585	665
98	531	541	587
99	521	537	532
100	533	459	481
101	629	7	472
102	694	0	315
103	664	0	431
104	567	155	481
105	581	221	473
106	536	386	504
107	543	382	498
108	542	355	500
109	565	246	475
110	583	103	470
111	584	131	471
112	569	220	491
113	545	370	511
114	623	158	527
115	585	408	587
116	658	358	751
117	588	429	701
118	592	523	618
119	540	553	663
120	532	585	633
121	528	625	629
122	527	628	667
123	530	608	691
124	518	585	650
125	523	550	528
126	651	493	494
127	658	563	701
128	575	590	526
129	589	291	778
130	657	216	423
131	712	0	378
132	590	213	514
133	560	339	497
134	553	299	532
135	550	323	507
136	572	249	490
137	570	218	474
138	580	173	460
139	555	285	482
140	712	436	897
141	539	310	648
142	624	336	723
143	531	445	683
144	558	519	631
145	514	567	634
146	542	630	604
147	517	642	623
148	523	617	620
149	512	563	520
150	522	569	510
151	573	415	484
152	673	103	405
153	515	374	462
154	658	0	478
155	642	1	471
156	548	321	498
157	561	310	501
158	527	418	521
159	561	296	484
160	552	266	479
161	597	94	462
162	580	169	484
163	562	267	503
