32	488	508	726
33	483	575	734
34	467	594	723
35	480	659	700
36	475	583	699
37	468	461	667
38	414	268	761
39	516	275	689
40	494	411	676
41	444	437	711
42	417	639	707
43	426	647	683
44	343	599	680
45	264	716	691
46	284	618	747
47	448	507	774
48	491	543	705
49	518	419	707
50	463	353	668
51	519	203	733
52	485	348	637
53	449	390	665
54	422	497	702
55	494	548	737
56	378	420	637
57	216	653	693
58	275	695	706
59	270	559	715
60	427	458	726
61	435	521	722
62	457	440	683
63	514	382	609
64	529	293	694
65	522	292	649
66	504	311	678
67	465	454	739
68	413	547	719
69	384	625	680
70	273	686	695
71	285	823	689
72	244	632	733
73	367	538	691
74	345	340	676
75	419	205	633
76	580	0	791
77	485	310	619
78	428	490	715
79	318	637	700
80	211	839	672
81	214	752	719
82	320	553	748
83	409	491	652
84	387	165	637
85	603	0	734
86	401	259	625
87	501	381	608
88	443	572	667
89	203	794	735
90	85	808	783
91	293	509	757
92	415	452	749
93	413	379	592
94	589	89	671
95	469	189	639
96	451	423	631
97	422	507	726
98	499	437	729
99	299	803	701
100	262	746	721
101	316	540	769
102	437	485	723
103	456	270	672
104	516	4	736
105	414	229	597
106	558	419	630
107	602	546	719
108	364	603	654
109	138	835	761
110	276	734	684
111	392	546	740
112	419	395	699
113	492	248	599
114	637	65	730
115	458	259	627
116	507	412	645
117	416	451	707
118	299	679	661
119	120	857	690
120	200	679	656
121	369	514	740
122	412	389	719
123	437	303	614
124	596	42	744
125	430	255	603
126	501	404	640
127	420	545	702
128	366	547	685
129	111	885	686
130	202	763	672
131	279	472	725
132	470	475	632
133	420	350	603
134	670	155	694
135	495	231	653
136	478	350	657
137	579	282	731
138	347	553	688
139	126	874	684
140	270	740	634
141	310	472	733
142	405	556	749
143	423	312	728
144	484	314	640
145	558	237	707
146	512	394	679
147	460	471	692
148	491	494	705
149	518	524	736
150	487	530	756
151	455	609	699
152	397	616	695
153	367	591	722
154	381	678	704
155	348	565	709
156	395	485	712
157	413	513	737
158	476	460	720
159	476	474	697
160	483	405	727
161	507	410	704
162	533	441	680
163	510	360	718
164	463	377	674
165	499	522	635
166	511	489	713
167	527	516	741
168	485	578	732
169	464	579	680
170	347	549	716
171	384	565	715
172	398	732	700
173	387	643	677
174	409	480	686
175	458	492	748
176	432	492	721
177	474	474	695
178	444	473	657
179	501	409	709
180	494	359	739
181	495	342	715
182	498	441	694
183	490	494	686
184	505	492	715
185	479	490	735
186	456	578	719
187	429	546	696
188	420	595	688
189	438	668	695
190	407	631	711
191	389	511	735
192	448	502	703
193	480	526	728
194	452	490	732
195	507	377	734
196	471	413	663
197	508	359	724
198	454	325	724
199	430	426	672
200	510	494	690
201	497	507	715
202	555	562	723
203	533	466	697
204	428	552	728
205	341	549	741
206	446	708	678
207	381	577	692
208	435	447	713
209	451	598	732
210	424	485	748
211	479	430	694
212	445	357	674
213	455	367	687
214	517	206	696
215	381	279	624
216	512	393	635
217	499	585	656
218	202	814	695
219	198	837	723
220	283	571	681
221	320	546	749
222	389	477	712
223	355	46	636
224	616	0	695
225	479	247	606
226	466	559	688
227	338	717	669
228	212	726	739
229	229	739	723
230	342	635	732
231	358	495	680
232	385	148	638
233	604	31	735
234	461	341	573
235	456	531	638
236	278	835	680
237	104	883	726
238	270	770	663
239	414	509	724
240	324	381	775
241	469	95	601
242	640	0	689
243	391	253	629
244	407	513	670
245	285	750	670
246	205	897	648
247	223	697	681
248	344	513	777
249	296	354	734
250	515	135	580
251	496	35	668
252	431	309	589
253	494	379	691
254	413	621	647
255	203	875	744
256	249	805	758
257	296	578	720
258	348	402	601
259	497	158	660
260	493	181	666
261	563	311	615
262	478	446	617
263	315	480	693
264	247	879	743
265	312	843	658
266	275	632	615
267	367	513	711
268	299	188	627
269	633	111	626
270	541	334	580
271	464	225	715
272	277	487	700
273	340	857	670
274	285	883	686
275	264	655	667
276	289	550	665
277	596	152	659
278	578	72	721
279	538	332	665
280	388	271	644
281	168	704	644
282	279	879	701
283	319	812	655
284	378	515	657
285	270	476	629
286	564	57	731
287	513	295	679
288	507	409	624
289	399	481	642
290	351	946	708
291	307	733	731
292	448	627	622
293	450	2	682
294	439	260	616
295	180	1020	696
296	363	729	700
297	395	401	585
298	497	0	695
299	204	753	571
300	242	970	683
301	348	546	642
302	672	0	727
303	450	258	583
304	76	1023	714
305	373	731	665
306	370	253	604
307	653	0	735
308	221	479	568
309	201	1022	758
310	392	575	691
311	449	48	615
312	455	124	614
313	281	794	714
314	315	885	787
315	425	517	673
316	350	120	660
317	463	36	628
318	420	332	686
319	307	497	676
320	275	849	647
321	252	860	651
322	250	700	635
323	340	551	737
324	260	253	644
325	645	100	603
326	497	130	621
327	429	301	623
328	433	459	637
329	310	672	655
330	263	793	690
331	256	820	709
332	275	628	708
333	335	466	675
334	502	128	634
335	623	67	676
336	534	309	612
337	539	402	699
338	414	332	653
339	225	742	763
340	248	876	716
341	340	725	660
342	340	521	684
343	352	418	712
344	510	243	581
345	547	79	651
346	480	281	621
347	477	428	642
348	422	411	693
349	170	666	743
350	226	894	731
351	256	539	696
352	430	524	730
353	410	343	716
354	465	210	621
355	589	183	686
356	491	243	607
357	463	422	662
358	449	598	731
359	272	716	701
360	143	872	718
361	250	652	704
362	396	659	695
363	151	269	711
364	489	69	477
365	586	205	770
366	464	217	583
367	404	424	600
368	388	572	712
369	220	660	723
370	122	818	704
371	281	834	655
372	282	643	658
373	208	439	686
374	456	0	536
375	659	164	675
376	440	278	597
377	465	577	619
378	501	580	722
379	377	421	786
380	279	952	656
381	275	733	638
382	304	550	708
383	258	498	690
384	403	313	466
385	541	26	699
386	468	277	593
387	436	248	628
388	449	542	654
389	423	706	678
390	301	759	698
391	360	783	678
392	385	657	698
393	360	547	727
394	321	443	621
395	477	196	644
396	458	197	656
397	429	336	662
398	450	471	664
399	454	723	681
400	323	838	680
401	371	747	699
402	334	516	672
403	401	405	678
404	472	133	776
405	495	420	696
406	472	347	707
407	358	461	667
408	269	892	598
409	372	722	663
410	315	524	673
411	398	340	693
412	455	314	737
413	492	371	739
414	497	431	693
415	353	594	667
416	471	805	639
417	449	772	693
418	418	615	699
419	363	464	689
420	434	342	719
421	555	310	745
422	502	419	698
423	409	529	677
424	466	698	663
425	453	754	717
426	442	614	701
427	403	552	684
428	397	395	709
429	484	352	731
430	492	412	721
431	456	579	651
432	526	702	680
433	460	720	672
434	406	608	686
435	356	473	688
436	431	399	692
437	476	367	735
438	471	399	724
439	432	485	704
440	435	641	671
441	467	668	670
442	435	645	695
443	450	526	696
444	445	429	724
445	456	386	736
446	476	518	698
447	442	560	713
448	453	499	728
449	488	585	696
450	500	655	688
451	463	562	712
452	450	455	722
453	469	420	731
454	479	435	725
455	460	531	703
456	458	591	702
457	469	619	697
458	488	603	696
459	468	551	715
460	470	529	718
461	470	519	723
462	467	532	720
463	473	550	712
464	487	533	713
465	464	523	721
466	460	529	720
467	473	531	715
468	478	539	715
469	476	537	716
470	467	534	719
471	476	531	718
472	474	531	717
473	475	535	717
474	465	539	716
475	476	525	717
476	474	513	719
477	474	527	721
478	471	532	715
479	484	533	717
480	467	534	718
481	459	539	718
482	486	537	713
483	465	531	720
484	474	523	718
