1,8877,4819,8111
2,8874,4835,8116
3,8871,4835,8116
4,8871,4858,8123
5,8869,4882,8123
6,8869,4882,8129
7,8867,4908,8130
8,8864,4908,8130
9,8864,4933,8133
10,8861,4963,8131
11,8858,4963,8131
12,8858,4988,8134
13,8853,5013,8134
14,8853,5013,8135
15,8851,5037,8141
16,8848,5037,8141
17,8848,5060,8145
18,8845,5083,8145
19,8845,5083,8152
20,8840,5105,8159
21,8835,5105,8159
22,8835,5124,8161
23,8835,5139,8161
24,8835,5139,8162
25,8831,5155,8162
26,8828,5155,8162
27,8828,5164,8160
28,8828,5172,8155
29,8830,5172,8155
30,8830,5179,8154
31,8832,5180,8154
32,8832,5180,8159
33,8833,5178,8159
34,8832,5178,8159
35,8832,5180,8163
36,8831,5176,8163
37,8831,5176,8157
38,8832,5169,8151
39,8833,5169,8151
40,8833,5160,8150
41,8833,5152,8150
42,8833,5152,8153
43,8835,5146,8150
44,8837,5146,8150
45,8837,5139,8146
46,8843,5132,8145
47,8844,5132,8145
48,8844,5117,8141
49,8845,5109,8141
50,8845,5109,8138
51,8846,5096,8136
52,8850,5096,8136
53,8850,5086,8133
54,8850,5077,8133
55,8850,5077,8134
56,8852,5068,8133
57,8854,5068,8133
58,8854,5058,8128
59,8856,5048,8128
60,8856,5048,8123
61,8857,5036,8120
62,8860,5036,8120
63,8860,5027,8124
64,8863,5020,8125
65,8869,5020,8125
66,8869,5014,8132
67,8870,5009,8132
68,8870,5009,8134
69,8869,5001,8134
70,8871,5001,8134
71,8871,4989,8126
72,8872,4977,8126
73,8872,4977,8123
74,8873,4967,8123
75,8876,4967,8123
76,8876,4954,8120
77,8877,4939,8120
78,8877,4939,8123
79,8877,4925,8121
80,8878,4925,8121
81,8878,4913,8120
82,8882,4900,8116
83,8885,4900,8116
84,8885,4887,8117
85,8887,4873,8117
86,8887,4873,8120
87,8889,4859,8122
88,8890,4859,8122
89,8890,4843,8123
90,8893,4829,8123
91,8893,4829,8124
92,8894,4820,8127
93,8895,4820,8127
94,8895,4809,8128
95,8894,4798,8128
96,8894,4798,8131
97,8898,4791,8131
98,8896,4791,8131
99,8896,4790,8135
100,8897,4789,8138
101,8894,4789,8138
102,8894,4789,8142
103,8894,4792,8142
104,8894,4792,8143
105,8894,4801,8143
106,8892,4801,8143
107,8892,4814,8144
108,8892,4829,8144
109,8892,4829,8148
110,8890,4845,8152
111,8886,4845,8152
112,8886,4867,8154
113,8882,4888,8154
114,8882,4888,8160
115,8876,4914,8162
116,8870,4914,8162
117,8870,4938,8165
118,8867,4966,8171
119,8864,4966,8171
120,8864,4992,8175
121,8863,5019,8175
122,8863,5019,8175
123,8858,5048,8178
124,8853,5048,8178
125,8853,5078,8178
126,8850,5106,8178
127,8850,5106,8180
128,8848,5132,8182
129,8849,5132,8182
130,8849,5159,8185
131,8842,5182,8185
132,8842,5182,8186
133,8837,5203,8188
134,8833,5203,8188
135,8833,5222,8189
136,8831,5231,8188
137,8831,5231,8188
138,8831,5242,8190
139,8831,5248,8190
140,8831,5248,8193
141,8832,5252,8193
142,8835,5252,8193
143,8835,5251,8188
144,8833,5249,8188
145,8833,5249,8186
146,8830,5245,8183
147,8833,5245,8183
148,8833,5237,8175
149,8834,5223,8175
150,8834,5223,8177
151,8838,5212,8175
152,8840,5212,8175
153,8840,5199,8171
154,8841,5187,8169
155,8840,5187,8169
156,8840,5171,8163
157,8843,5155,8163
158,8843,5155,8158
159,8842,5138,8155
160,8839,5138,8155
161,8839,5121,8149
162,8844,5107,8149
163,8844,5107,8149
164,8849,5091,8146
165,8851,5091,8146
166,8851,5080,8146
167,8852,5067,8146
168,8852,5067,8141
169,8854,5058,8143
170,8857,5058,8143
171,8857,5050,8141
172,8853,5047,8140
173,8853,5047,8140
174,8853,5047,8140
175,8851,5048,8140
176,8851,5048,8138
177,8852,5047,8139
178,8853,5047,8139
179,8853,5047,8142
180,8853,5053,8142
181,8853,5053,8148
182,8855,5063,8153
183,8855,5063,8153
184,8855,5071,8155
185,8852,5079,8155
186,8852,5079,8161
187,8854,5093,8162
188,8851,5093,8162
189,8851,5103,8170
190,8854,5111,8178
191,8853,5111,8178
192,8853,5119,8179
193,8851,5128,8179
194,8851,5128,8179
195,8850,5137,8177
196,8850,5137,8177
197,8850,5139,8179
198,8849,5140,8179
199,8849,5140,8185
200,8847,5141,8189
201,8846,5141,8189
202,8846,5140,8190
203,8851,5138,8190
204,8851,5138,8190
205,8851,5134,8189
206,8853,5128,8189
207,8853,5128,8190
208,8852,5122,8194
209,8853,5122,8194
210,8853,5116,8197
211,8853,5110,8197
212,8853,5110,8196
213,8855,5104,8191
214,8856,5104,8191
215,8856,5099,8193
216,8858,5095,8193
217,8858,5095,8194
218,8856,5091,8193
219,8856,5091,8193
220,8856,5085,8196
221,8857,5081,8196
222,8857,5081,8197
223,8862,5077,8199
224,8863,5075,8199
225,8863,5075,8199
226,8861,5073,8200
227,8862,5073,8200
228,8862,5077,8197
229,8860,5082,8197
230,8860,5082,8197
231,8857,5083,8195
232,8856,5083,8195
233,8856,5086,8194
234,8857,5089,8194
235,8857,5089,8190
236,8858,5090,8188
237,8856,5090,8188
238,8856,5094,8185
239,8854,5099,8185
240,8854,5099,8187
241,8851,5105,8186
242,8851,5111,8186
243,8851,5111,8184
244,8849,5112,8179
245,8845,5112,8179
246,8845,5113,8181
247,8847,5114,8181
248,8847,5114,8183
249,8847,5115,8182
250,8847,5115,8182
251,8847,5116,8178
252,8846,5120,8178
253,8846,5120,8175
254,8850,5117,8169
255,8850,5117,8169
256,8850,5114,8169
257,8846,5108,8169
258,8846,5108,8169
259,8850,5102,8168
260,8848,5092,8168
261,8848,5092,8168
262,8849,5083,8169
263,8852,5083,8169
264,8852,5073,8166
265,8852,5061,8166
266,8852,5061,8160
267,8853,5051,8156
268,8852,5051,8156
269,8852,5038,8152
270,8855,5026,8152
271,8855,5026,8152
272,8860,5016,8150
273,8862,5016,8150
274,8862,5004,8146
275,8865,4989,8146
276,8865,4989,8144
277,8863,4975,8140
278,8867,4964,8140
279,8867,4964,8138
280,8866,4954,8137
281,8867,4954,8137
282,8867,4942,8143
283,8872,4938,8143
284,8872,4938,8144
285,8874,4931,8143
286,8874,4931,8143
287,8874,4928,8149
288,8875,4924,8149
289,8875,4924,8152
290,8874,4919,8152
291,8874,4919,8152
292,8874,4917,8157
293,8876,4914,8157
294,8876,4914,8163
295,8877,4916,8162
296,8878,4913,8162
297,8878,4913,8161
298,8875,4915,8163
299,8874,4915,8163
300,8874,4915,8161
301,8877,4915,8161
302,8877,4915,8163
303,8876,4913,8163
304,8874,4913,8163
305,8874,4917,8164
306,8877,4912,8164
307,8877,4912,8164
308,8878,4908,8168
309,8880,4908,8168
310,8880,4903,8170
311,8883,4899,8170
312,8883,4899,8170
313,8885,4894,8167
314,8884,4887,8167
315,8884,4887,8164
316,8885,4884,8163
317,8887,4884,8163
318,8887,4878,8165
319,8884,4874,8165
320,8884,4874,8167
321,8887,4866,8163
322,8888,4866,8163
323,8888,4857,8161
324,8888,4847,8161
325,8888,4847,8160
326,8892,4834,8163
327,8897,4834,8163
328,8897,4822,8163
329,8896,4808,8163
330,8896,4808,8163
331,8900,4795,8159
332,8900,4784,8159
333,8900,4784,8156
334,8904,4776,8154
335,8906,4776,8154
336,8906,4763,8153
337,8904,4748,8153
338,8904,4748,8152
339,8904,4732,8147
340,8903,4732,8147
341,8903,4717,8145
342,8905,4702,8145
343,8905,4702,8146
344,8908,4691,8141
345,8903,4691,8141
346,8903,4685,8136
347,8905,4679,8136
348,8905,4679,8133
349,8906,4673,8131
350,8908,4665,8131
351,8908,4665,8129
352,8908,4662,8125
353,8909,4662,8125
354,8909,4656,8125
355,8907,4657,8125
356,8907,4657,8126
357,8909,4655,8120
358,8909,4655,8120
359,8909,4657,8118
360,8907,4660,8118
361,8907,4660,8114
362,8907,4663,8115
363,8908,4663,8115
364,8908,4673,8117
365,8911,4675,8117
366,8911,4675,8117
367,8913,4676,8120
368,8914,4670,8120
369,8914,4670,8119
370,8913,4668,8119
371,8914,4668,8119
372,8914,4670,8114
373,8915,4668,8114
374,8915,4668,8113
375,8913,4669,8111
376,8911,4669,8111
377,8911,4668,8111
378,8911,4665,8111
379,8911,4665,8116
380,8912,4660,8115
381,8911,4660,8115
382,8911,4658,8112
383,8910,4657,8112
384,8910,4657,8108
385,8909,4655,8103
386,8910,4658,8103
387,8910,4658,8110
388,8908,4663,8108
389,8906,4663,8108
390,8906,4667,8111
391,8908,4673,8111
392,8908,4673,8113
393,8906,4682,8116
394,8904,4682,8116
395,8904,4688,8118
396,8904,4699,8118
397,8904,4699,8122
398,8904,4713,8128
399,8900,4713,8128
400,8900,4728,8127
401,8897,4744,8127
402,8897,4744,8133
403,8893,4763,8139
404,8893,4779,8139
405,8893,4779,8144
406,8890,4798,8147
407,8886,4798,8147
408,8886,4818,8146
409,8885,4841,8146
410,8885,4841,8146
411,8884,4860,8149
412,8882,4860,8149
413,8882,4875,8153
414,8877,4888,8153
415,8877,4888,8154
416,8878,4902,8155
417,8876,4902,8155
418,8876,4915,8156
419,8877,4926,8156
420,8877,4926,8159
421,8875,4933,8155
422,8874,4938,8155
423,8874,4938,8153
424,8875,4939,8152
425,8874,4939,8152
426,8874,4938,8151
427,8872,4938,8151
428,8872,4938,8152
429,8871,4934,8149
430,8869,4934,8149
431,8869,4928,8149
432,8869,4922,8149
433,8869,4922,8148
434,8872,4919,8140
435,8870,4919,8140
436,8870,4915,8135
437,8871,4915,8135
438,8871,4915,8131
439,8871,4912,8128
440,8869,4915,8128
441,8869,4915,8125
442,8872,4916,8125
443,8873,4916,8125
444,8873,4920,8122
445,8871,4934,8122
446,8871,4934,8119
447,8867,4951,8122
448,8864,4951,8122
449,8864,4966,8118
450,8861,4979,8118
451,8861,4979,8117
452,8860,5005,8118
453,8857,5005,8118
454,8857,5028,8118
455,8856,5060,8118
456,8856,5060,8122
457,8855,5085,8124
458,8851,5108,8124
459,8851,5108,8124
460,8846,5134,8126
461,8841,5134,8126
462,8841,5154,8125
463,8838,5174,8125
464,8838,5174,8124
465,8837,5194,8125
466,8838,5194,8125
467,8838,5212,8132
468,8833,5229,8132
469,8833,5229,8138
470,8833,5247,8139
471,8832,5247,8139
472,8832,5255,8139
473,8832,5264,8139
474,8832,5264,8140
475,8833,5268,8137
476,8831,5270,8137
477,8831,5270,8140
478,8827,5266,8141
479,8827,5266,8141
480,8827,5260,8142
481,8831,5250,8142
482,8831,5250,8138
483,8830,5235,8131
484,8832,5235,8131
485,8832,5217,8125
486,8830,5193,8125
487,8830,5193,8122
488,8835,5174,8118
489,8837,5174,8118
490,8837,5149,8116
